"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1010","打开搜索页，点击左侧LOGO，正确返回首页","商城回归测试 suite","2026-07-28","passed","2026-07-28","tests.HomePageTest","主页测试","tests.HomePageTest","logoTest"
"","697","搜索不存在商品","商城回归测试 suite","2026-07-28","passed","2026-07-28","tests.HomePageTest","主页测试","tests.HomePageTest","searchNotExistProductTest"
"","2015","密码长度校验","商城回归测试 suite","2026-07-28","passed","2026-07-28","tests.RegisterPageTest","注册页测试","tests.RegisterPageTest","testRegisterFormValidation"
"","1316","添加有效数量商品到购物车","商城回归测试 suite","2026-07-28","passed","2026-07-28","tests.ProductPageTest","商品详情页测试","tests.ProductPageTest","testAddValidQuantity"
"","959","未注册邮箱、错误密码、空值提交","商城回归测试 suite","2026-07-28","passed","2026-07-28","tests.LoginPageTest","登录页测试","tests.LoginPageTest","loginFailed"
"","659","测试迷你购物车：初始状态、展开浮层及动态更新","商城回归测试 suite","2026-07-28","passed","2026-07-28","tests.HomePageTest","主页测试","tests.HomePageTest","miniCartTest"
"","1029","未登录状态访问受限页面","商城回归测试 suite","2026-07-28","passed","2026-07-28","tests.LoginPageTest","登录页测试","tests.LoginPageTest","testAccessRestrictedPage"
"","849","忘记密码跳转","商城回归测试 suite","2026-07-28","passed","2026-07-28","tests.LoginPageTest","登录页测试","tests.LoginPageTest","testForgottenPasswordLink"
"","973","加入对比列表","商城回归测试 suite","2026-07-28","passed","2026-07-28","tests.ProductPageTest","商品详情页测试","tests.ProductPageTest","testAddComparison"
"","1102","注册入口跳转","商城回归测试 suite","2026-07-28","passed","2026-07-28","tests.LoginPageTest","登录页测试","tests.LoginPageTest","testRegisterBtn"
"","694","点击货币下拉菜单，选择欧元","商城回归测试 suite","2026-07-28","passed","2026-07-28","tests.HomePageTest","主页测试","tests.HomePageTest","switchCurrencyTest"
"","1876","用户使用正确信息注册","商城回归测试 suite","2026-07-28","passed","2026-07-28","tests.RegisterPageTest","注册页测试","tests.RegisterPageTest","testRegister"
"","1309","未勾选 Privacy Policy","商城回归测试 suite","2026-07-28","passed","2026-07-28","tests.RegisterPageTest","注册页测试","tests.RegisterPageTest","testRegisterFormValidation"
